tweet_id,author,text,user_id,profile_text,hashtags
1520672857717723136,ArndHilwig,"Im Interview! Leseempfehlung #Wüst #teamwüst @CDUNRW_de 
https://t.co/IiG5hcctPk",774659323352023040,"Volljurist Sozialrecht Strafrecht Strafverfahrensrecht Arbeitsmarkt
Kreisvorsitzender CDU Hamm
Direktkandidat der CDU im WK 144 Hamm-Unna II","[{'indices': [29, 34], 'text': 'Wüst'}, {'indices': [35, 44], 'text': 'teamwüst'}]"
1495670421433294852,Linke__Burb_Alt,"@ju_khatib @lgbeutin @DieLinkeNRW @linke_sh @susispethmann @JohannKnigge Alles Gute + viel Erfolg in #NRW und im ganz hohen Norden in #SH 😊❗️👍 ☑️ Ihr könnt das, Ihr schafft das❗️
➡️ Und schon am 27.März schafft es #dieLinke ☑️ wieder in den #Landtag, im #Saarland. Wir stehen vor einem personellen Neuanfang, den wir bewältigen werden. #Solidarität https://t.co/6OJ64a5jvs",387295323,Bedingungslos soziale (Kommunal)Politik von unten für Menschen in BURBACH + ALTENKESSEL. E-Mail: LINKE-SB-WEST@gmx.de 💖❤️💚 Stark für Burbach + Altenkessel❗️💪,"[{'indices': [101, 105], 'text': 'NRW'}, {'indices': [134, 137], 'text': 'SH'}, {'indices': [214, 223], 'text': 'dieLinke'}, {'indices': [241, 249], 'text': 'Landtag'}, {'indices': [254, 263], 'text': 'Saarland'}, {'indices': [336, 348], 'text': 'Solidarität'}]"
1501686304014282754,SaschaUlbrich,"#Spritpreise senken?
⁦@c_lindner⁩ : „Nö!“

Bei einem Preis von 2,00€/Liter sind 1,06€/Liter Steuern‼️

Vielen Dank ⁦@Die_Gruenen⁩ ⁦@spdde⁩ ⁦@fdp⁩ ⁦@CDU⁩ 

Mein Tip: Quittung an der Wahlurne!
#LTWNRW22 https://t.co/AH3QQs4if4",2613263442,"#AfD-KV #Bonn, Bezirksvorstand Köln, sachliche Realpolitik, Inklusionspapa, Ex-Polizist, #Stadtrat Bonn, Eid auf FDGO | 🇩🇪 🇮🇱","[{'indices': [0, 12], 'text': 'Spritpreise'}, {'indices': [191, 200], 'text': 'LTWNRW22'}]"
1508322593706848266,GuntherRuther,"Wie erwartet. Eine Klatsche für die CDU an der Saar. Auch ein schlechtes Vorzeichen für sie in NRW. 30% werden schwierig. FDP und Grüne bekommen auch einen Dämpfer. In NRW müssen sie nicht zittern, aber hohe Erwartungen scheinen fehl am Platz.",1134393190805659650,Liberal konservativer Politikwissenschaftler mit sozialem Herz und Begeisterung für Literatur | Autor von Sachbüchern u. Biografien,
1490010466000715787,kurtus,"@moesl_roland @gruenenrw @MonaNeubaur Wichtig wäre, mal auf den Boden des Machbaren zurück zu kommen. Würden wir Grüne alles Fossile abschalten, wär's auch nicht recht. Schutz vor Erfrieren kommt vor Gasverzicht. Egal welches Farbspiel.",16841741,"Sozial ökologisch interessiert, @kurtus51@mastodon.social
geb. ~330 ppm CO² in 🇩🇪  🇺🇦 
Faktenwissen wird überschätzt - wir haben ein Motivationsproblem!",
1525002730795843586,GerhardKoeln,"das wird dem @HendrikWuest erspart bleiben. Am Sonntag werden wir seine Abwahl feiern ‼️‼️

#NieMehrCDU",1269694411623092225,"Ü60er, Klimaretter, Elektro-Ing. Erneuerbare Energie - 
arbeite ständig an einer gefälligeren timeline und kicke #Braune sowie #Schwurbler","[{'indices': [92, 103], 'text': 'NieMehrCDU'}]"
1497127985702395917,DrUweSchmidt1,"@JoachimStamp Nachdem wir die Vereinigten Schuldenstaaten bereits haben, in der italienische Rentner 5-9Jahre früher in Rente gehen und das Ganze über die EZB von D finanziert wird, können wir in der Tat auch gleich alle Verantwortung an realitätsferne grüne Eurokraten delegieren.",1240342963693268993,"Beratung/Investment Banking (Economics, Law, Medicine, MBA INSEAD; PhD); Liberal. „Omnia mala exempla ex rebus bonis orta sunt.“ Caesar, BEFORE his tyranny.",
1494965673520472065,PatzkeMarkus,"Heute wählen wir Ministerpräsident @HendrikWuest zu unserem Spitzenkandidaten für die Landtagswahl! Er wird ein motiviertes Team anführen, dass schon bisher eine geschlossene Mannschaftsleistung abgeliefert hat. Einig, stark, geschlossen. Glück auf @CDUNRW_de! #cdu #wuestwirkt https://t.co/Op5T9P8HNc",1907384791,"Lippstadt | Geschichte, Politik & Gesellschaft | Länder & Kulturen | Natur & Garten | liberal-konservativ | CDU 
🇩🇪 🇪🇺 🇺🇦 🇮🇱 🖤 🇬🇧 👑 🇯🇵 ⛩️  📚 🐈","[{'indices': [261, 265], 'text': 'cdu'}, {'indices': [266, 277], 'text': 'wuestwirkt'}]"
1490718208747352069,AwayLabel,"@ju_khatib Da fällt mir ein, daß ich noch was bei Amazon zu bestellen wollte.",1339355066147467265,"I'm a #wonderfool #gay #jewish #German. I ain´t #woke, I'm vogue. #LieberVogueAlsWoke. I'm smart, not queer. Got grey with 28. Got sarcastic with 28. Dunno why.",
1504842785589010432,ulrichfuchs,"@die_Muddi_ @Eva07654150 @_Sebastian42_ @HendrikWuest @FDPFraktionNRW @spd_fraktion_nw Die NRW-AfD ist wirklich guten Gewissens wählbar. Ich hab selten so viele intelligente, ehrlich um unsere Demokratie und um unseren Rechtsstaat besorgte Leute auf einem Haufen gesehen, wie beim AfD-Stammtisch. Wir könnten bisschen Rückenwind gut brauchen.",102626298,"Sei schlau, wähl blau. 💙
Antifaschist.",
