user_id,profile_text
1389536718852919297,"#twitter is over! join #mastodon!
-
#elonmusk is a complete dumbfuck
-
vorsicht: scharfe zähne
- 
hinweis: geschützte accounts können diesem kanal nicht folgen"
1412281866997178370,"#nachdenker #mensch #frei #mündig #dialogfreudig #sanguiniker #gebildet #eigenemeinung #nixafd #nixcducsu #nixspd #nixgrüne #nixfdp #nixlinke
#liquidedemokratie"
156928721,propaganda- und plakatierungsminister @partei_lev #nocovid #bildungabersicher jetzt auch bei https://t.co/ougbuiqxbs https://t.co/rqmh4pv3gx
824687728042381312,"ich sage nur ein wort: vielen dank! 


#politik #finance #fussball⚽️ #gruen💯"
1351872236962140161,diese gesellschaft ist im arsch. lasst uns sie besser machen. #heinerultras
931481560305586176,hier twittert privat klaus overdiek leiter der landesvertretung #nrw #dakgesundheit; ehrenamtlicher richter am #landessozialgericht #nrw
1420036703797096448,"𝓖𝓮𝓲𝓶𝓹𝓯𝓽/𝓖𝓮𝓬𝓱𝓲𝓹𝓽 
𝓣𝓮𝓪𝓶 𝓦𝓲𝓼𝓼𝓮𝓷𝓼𝓬𝓱𝓪𝓯𝓽 
💙💛🇺🇦🌎🇺🇦💛💙 
#staywithukraine 💙💛 
uɐzᴉssʇᴉuʞǝu 

#antipro"
1375451228889550856,"news vom team presse & politik der aok nordwest zu den themen #gesundheitswesen #gesundheitspolitik #digitalisierung. 
impressum: https://t.co/yzvmshrbru"
1381978118357983238,#bildungabersicher #praesenzpflichtaussetzen #nichtmituns #kinderdurchseuchungstoppen #schuetztdiekinder
761353010,heilpädagoge| hochschullehre schwerpunkt #inklusion in der  kinder- und #jugendhilfe sowie #hilfezurerziehung | insofa | twittert hier privat | #antipro
2802664413,"journalistin, politik, #nrw"
1294862399166717952,#kindertruppe
1039899203886043136,"dan moraru, doyen des konsularischen korps #nrw, dean of the consular corps #nrw, generalkonsul von rumänien in bonn"
1334970454935826437,"fußball (@s04), f1 (#msc47), politikinteressiert (#cdu, #ju), 
fan von geilen autos 
#nrw
#eineunion
#thinblueline
#redwave"
1369268314015494147,hier twittert die #kindertruppe.
2708393068,"kleiner internetraudi und ameisentätowierer

das 🖤 in #telaviv, 
die ✊ in #düsseldorf

#keinvergeben #keinvergessen:
#wehrhahn-anschlag 27.7.2000 #düsseldorf"
1328112461082468353,"kaffee, whisky, zigarren 🙂 grüner🌻 #pescetarier 🥦🐙 #nietzsche📚 #startrek 🖖 #wandern 🏞️ #prag 💚 ⚽-fan des #fcbayern"
833733476373377024,"meine nachrichten als #autor und #herausgeber in den bereichen:   #wissen, populäres #sachbuch, #bewusstsein, #roman, #buchvorstellung. folge mir!"
1203785617265627137,"#vflbochum 💙🤍, #meinvfl ,#bochumistbasketball. #herbertgrönemeyer, #laufeninkoeln"
3309826265,"sozi, links, #hiphop -liebhaber, #starwars - fan, #bond - fan, #h96 - fan mit ❤️ für #bvb09, ❤️ für #trash, störrischer owler, gutmensch, webaktivist/onlinepony"
64266208,"#bvb 🖤💛| #echteliebe | #sport| #serien | #technik, #foodporn & seit neustem interesse am #biken (#mtb & #emtb)"
997138767763750912,"#fdp | #eifel | begeisterung für #politik, (rock-)musik, @fckoeln & ausgiebige wanderungen"
999019154618363904,"direktor, flossbach von storch research institute #money #financialmarkets #asia #sozialemarktwirtschaft #eucken #erhard #hayek"
3122315198,"vizepräsidentin @landtag_nrw, abgeordnete für köln @gruenefraknrw, sprecherin für #europa, #einewelt & #internationales, ob-kandidatin für köln, privat-profil"
830504266666221568,"hier twittert der spd ortsverein heepen in bielefeld.
#spd #nrw #bielefeld #europa #heepen #altenhagen #baumheide #brake #brönninghausen #milse #oldentrup"
541735347,politikenthusiastin • idealismusverteidigungsmädchen • mit ganzem herzen liberal • ein trotzdemmitglied der @fdp • #politikliebe •
849592014131908608,"christ, assistenzarzt, politisch interessiert, #effzeh und vieles mehr"
1219148568600203264,"#covidisnotover #longcovid
#medizinbrennt #pflegebrennt 
#skandalheim 
#mahsaamini #iranprotests #iranrevolution
#klimakrise
@monozytenfarben@social.anoxinon.de"
748118423297720320,"wir entwickeln digitale geschäftsmodelle mit #mittelstand, #startups und #techies. werde teil unserer regionsweiten community! @dwnrw #digitalhubms #fablab"
740953422,"rächerin der 70.000 hanfsamen aka. aunt tifa
#weedmob @leapdeutschland 

#cannabisisterstderanfang"
1158801704818790400,"dank ehefrau kinderreich, unternehmer. „ich bin ich, du bist du. schön, ich bin nicht auf dieser welt, um deinen ansprüchen gerecht zu werden“. (#fdp!)"
84673118,"landtagsabgeordnete der spd für hemer, menden, balve, neuenrade und plettenberg #landtagnrw #ltnrw #nrwspd #märkischerkreis"
2712410045,"grundschullehrerin und mama, jeweils mit herz 💗 #kindertruppe #kidsfreedomday #freedomday"
858362895075340288,"ehem. mdb (@fdpbt), vorsitzende des ausschusses bauen & wohnen, vorstandsmitglied der dfpv der 20. wp, mitglied im vorstand der @fdprlp, mitglied im #fdp-buvo"
1385515009942376449,"#grüner #kommunal #politiker
#gruenebielefeld
#arminiabielefeld
#erneuerbaree
#rassismusistkeinemeinung
#klimawandel"
102371677,die große volkspartei der mitte in #nrw. vorsitzender & ministerpräsident: @hendrikwuest. generalsekretär: @paulziemiak.
2165057996,der landwirtschaft zutiefst verbunden. inhaberin agrar-press. möhren sind systemrelevant. #dorfkind #stadtkind #fdp #frau #teilderzivilgesellschaft
3526579397,#bitcoin
79136768,landtagsabgeordneter seit 2010. #remscheid und #radevormwald. #ltnrw #nrw #nrwspd #spd-fraktion-nrw
1264974677241401344,"#ferngesteuert vom
😂👌#weedmob #entkriminalisierungsofort 
#itkellerkind ( #ptbs )krank )-|-("
382617136,privat: #geschichte • #politik • #medien • #kommunikation • #fußball • #energie. beruflich: #pressesprecher @steag_energy @iqony_energy. retweet ≠ endorsement.
1123952654617645056,"#gärtner #linksversifft 
 #klimaschutz #entkriminalisierung #legalisierung #weedmob #antikapitalistisch boomerkritisch /
beim umzug: pickaxe.bsky."
1383694287284568071,"ehemaliger kritiker, der nur noch sarkasmus für den ganzen  irrsinn übrig hat! 
ich antworte auf kommentare oder auch nicht.
trans-parent
wer/wo
#heinerultras"
1349522300371087361,"mother of two fantastic teens,
opfer der nrw durchseuchung.
team #sicherebildung.
glaubt kaum noch an gute menschen 😔
chaosqueen mit ptbs"
2867415309,"politisch bei den @jusos und der @spdde in #nrw aktiv, ratsvertreterin im rat der @stadtdortmund, mädchen aus dem #ruhrpott und arbeiten tue ich auch ;-)"
772296787,cannabis-aktivist #weedmob 🥦 | mitglied deutscher hanfverband (dhv) 🦅 & csc düsseldorf 🤝 | nerd 🤓 | wissenschaft 🖖 | klimaschutz 🌍 | gerechtigkeit ⚖️ | 🌻
1367560761359368195,"3xvater, mag fairneß, integrität, logik, psychologie, statistik
#flutfunk #bildungabersicher #deeskalation"
3307929051,"abgeordnete & stv vorsitzende @fdpfraktionnrw | 📣 ki & schule | versicherungskauffrau, dipl.-kffr. (fh) & m.a. comms | @mue_re auf tiktok 🎵| #bonn | rheuma"
117737514,"aktuelle news aus #wirtschaft & #finanzen
entdecke @na_presseportal | service von @newsaktuell | impressum & datenschutz: https://t.co/zp3cumzxyc"
395236287,satire / parody / kunst #heinerultras🕊️ #dontbelievethehype! opinions are own!
441291691,"jura, aktien, kryptos und splinterlands 
- keine anlageempfehlung -
du kannst mich gerne jederzeit anschreiben!
#hive ♦ #splinterlands #bitcoin"
1323915461571104772,"chronisch ironisch, sarkastisch, zynisch & manchmal mit vorsicht zu genießen, #maskebleibtauf
#bildungabersicher"
1036358752860090385,politik🎭 bildung🏫 sex-positiver feminismus⚧ ökosozialismus🌱antifaschismus🚩lgbtiq* #queer|es @arbeiterkind 🏳️‍🌈 #blm #prochoice #metwo #twlz @dielinke✊
881643982731739136,"kreisvorsitzender #freiewähler #frankfurt #hessen #fw 
ing. lebensmitteltechnologie 
@fwhessen @fwffm"
3294006790,#literatur #kunst #politik
1024097895904100352,#echt#aemama#ap#pflege#palliativcare#painnurse#sapv#bochumerbund#pflegekammerpro#noracism#grün#klima#maske#impfungschützt#toleranz#solidarität#musik#
2742478765,kaffeetrinker//schreibender legastheniker (kein witz)//*oft rauch umwabert* hallo drache? #action #sifi #fantasy #roman #allage
1314802150749413376,"vater und mensch, der noch an die logik und fundierte wissenschaft glaubt.
#sicherebildung #nocovid #teamkinderschutz"
556694779,hier twittert das team der pressestelle für die grüne fraktion im landtag nrw #ltnrw. 🌻 impressum: https://t.co/gy5w2eop4a
1473408942822858762,"geschäftsführer #koelnerfluechtlingsrat e.v., #asyl, #fluechtlingsschutz, #menschenrechte, #verfassungsschutz, #bleiberechte, #köln, #ngo"
3357002387,"der schwabinger #weedmob auf #mastodon. https://t.co/blh0nvwnhv
news über #cannabisalsmedizin, genussmittel & rohstoff.
#entkriminalisierungsofort"
25858487,"dortmund daily
nachrichten aus und über dortmund
#dortmund ❤ #bvb 🖤💛"
16337664,"citoyen + #humanrights #antisemitismuskritisch #lgbt + #religion + rt=lesehinweis views are my own 🍍 hier privat 🇮🇱🇺🇦 #fdgo  
- der einzig echte -"
1084149784808689695,"#fasd fighter,
neurodivers,#effzeh , antifa, linksgrüne spinnerin, #slavaukraini 🇺🇦 
#bringthemhomenow 🎗️🇮🇱
queer, lesbisch 🌈 
she/her 🩷"
808905024176852992,#energiepolitik #energiewirtschaft #energietechnik
859107610041221125,"he knew only that his child was his warrant. he said: if he is not the word of god god never spoke. 
cormac mccarthy
#slavaukraini"
1374708158808080387,a smile is the prettiest thing you can wear... free the smiles! den corona-wahnsinn aufarbeiten! täter zur rechenschaft ziehen! jetzt! #medienkrise
1398329771252125696,"solidarität mit den opfern des putinismus, europäer, konservativ, cdu, tolerant, alter weißer mann.
 #nafo, #fella, #fdgo-ultra"
1343304613420789760,1 welt für alle #inklusion #diversity #umweltschutz #keinenmillimeterdennazis
406893885,"abgeordnete im #eu parlament die #linke (the left)
#frieden✌#soziales💯 #gerechtigkeit ❤
leben einzeln und frei wie ein baum & geschwisterlich wie ein wald..."
1270739345285185538,#yestonocovid #zerocovid #endcoronavirusorg vegan feminist bujoing knitting  hulahooping mom  catmom  sso since 2013
61040943,"#politik, #links, #düsseldorf. der offizielle account von die linke. düsseldorf. hier gibts neuigkeiten, termine und diskussionen. schreibt uns gerne!"
1490289451834224641,"#weedmob #cannabisfakten #csc #cad
1. vosi des @cscluebeck & mitgründer.
im vorstand von cad @cannabisaven_de."
720350029186076672,"nostr: npub1fteq4pzuu4zx9y54hq5ajl8ryunutvl53zvfgj7kvzk23lhmzzlstcya5n
sed = rot, rot, grün, schwarz, gelb.
👀
#bitcoin
#freeassange
#querdenker"
775121844240252929,ideologischen giftmüll entsorgen: arten- & #naturschutz vor klimahysterie! + #atomkraft: ja! + #windkraft im #wald: nein! + stand for #israel and #idf!
3130760699,#politics #germany #peace #infosec #penandpaper
896045621068656640,"the eländ denizen. shitposting vs nazis, idiots, putinists, maga morons. #nafo #teamrobert"
808907084364386305,#energiewirtschaft #energiepolitik #erneuerbare #windkraft
1293469415149797376,"illy@newsie.social
#elternmitbestimmung
#bildungsstattpraesenzpflicht
#yestonocovid
#nocovid"
1127831249949745152,alle infos zum 🚲 #radverkehr in #bonn. morgens das ergebnis des vortags der bonner fahrradzählstellen. @bonnbike@bonn.social. impressum: https://t.co/xmcvddernk
1182004576553189376,"wir geben ""unternehmen in #verantwortungseigentum"" erstmals eine stimme. #stewardownership #startup #mittelstand #sozialemarktwirtschaft"
341757985,"#legalizealldrugs 🌱🍄💊💉✌️
#antipro
#rausausderscond

für die europäische republik🇪🇺

open source

religion ist scheiße💩

literatur- & sprachwissenschaften"
386434501,"hier twittern redakteur:innen der digitalredaktion über themen aus #frankfurt, rhein-main, #hessen. | überregional: @fr | https://t.co/ff4suoorkk | https://t.co/jeselxgxsh"
951859687351300096,#logistik #infrastruktur #industrie #innovation #digitales #smartcity #smartship  👉gf niederrheinische ihk und sprecher verkehr u. mobilität ihk nrw
469787669,"""in the halls of justice, the only justice is in the halls."" 

#law, #economy, #covid19, #health, #society
#twittermigration: https://t.co/o2nvind5bs"
82574080,der offizielle x-account der zeitung energie & management - für die #energiewirtschaft. kommentare werden nicht beantwortet. impressum: https://t.co/ocrsbjmtpc
22288580,faible für digitales. treckerfahrer. kölner (also karnevalist). engagiert in der politik. mitglied des landtags #nrw. vorsitzender ausschuss schule & bildung.
1089280689516744705,freiheit // parteiunabhängig // spaziergänger 🚶🏼‍♂️// #bitcoin #gold #silver // berlin 🎸 // keine parteizustimmungen nur einzelmeinungen // 🚜🚜🚜
1298977173789761538,#menschenrechte #grundrechte #vitamind! #functional medicine #naturheilkunde.nowef. nogwup. mrna sind experimentell bis 2026.high tech fan.mikroimmuntherapie
