user_id,profile_text
4258786649,"#nonazis #noafd
arbeiterkinder
altpunk,
vaterlandslose gesell: innen
hoch die anarchistische internationale! 

no nazis, no querfront, no querdenken"
708086047310258176,"living under a rock & sometimes on top, she/white/german, #noafd, 🔴 #yestonocovid hätte zu beginn erfolg 
haben können
lesbian
born at 323 ppm"
1465314478271217667,"pronomen: prost/cheers
#kindertruppe #nonazis #noafd #saynotoracism #standwithisrael chemtrailpilot. 
tweetet hier selbst und privat"
1144401361045528576,"fachkrankenschwester für anästhesie und intensivpflege i.r.
#noafd #nonazis
klima- und umweltschutz
#cdu & #cda"
20131464,56 #spd-abgeordnete im #ltnrw. #sozialerfortschritt für die vielen. #teamchancengleichheit #teammehrrespekt #teamtransformation #teammehrdemokratie #teamheimat
1363495483176603648,"#standwithukraine 🛡️🇺🇦⚔️

mitglied bei @voltdeutschland⚡️💜🇪🇺⚡️

#votevolt"
1321828188134232065,"#teamwissenschaft #teamkinderschutz #fckafd ökonomin und trotzdem meistens nett. dozentin,manchmal teil des #twlz"
70353709,"empirischer dipl.-pädagoge mit hang zu statistik
🎗️https://t.co/kg89efyxod
#teamhabeck #cleanair4kids #grüner #vonhieranbesser
stephan 17.9.62 bis 22.4.21"
4905596975,"aktuelle #wahlumfragen mit auswertung, verlauf und chronik | #sonntagsfrage | #wahltrend zur #bundestagswahl und zu landtagswahlen"
954029730814222337,kommentiert und analysiert rund um die #noafd
280469704,"kölnerin, legastheniker, mitglied: @diegruenenkoeln
#rolligegenrechts  #wirsindmehr #wirsindbunt #fcknzs #fckafd klare kante zeigen! #teamrobert #habeck4kanzler"
1301129989526560774,präventionstattinfektion: #stopputinswar #maskebleibtauf lf- kr+ aha -1/2 kgrösse #sicherebildungjetzt #impfenhilft #science #kinderschutz
1409755814290767875,"#kindertruppe 
#maskerunter im unterricht 
#noafd
kämpft für #kinderrechte
keine querdenkerin,
gegen faschismus, lehne extremisten ab"
1306507139989540864,"#diemaskebleibtauf
#covidisairborne
5x 💉
2x ""genesen""
dankbar für paxlovid
stinksauer auf die durchseuchenden politiker*innen
🏳️‍🌈"
1372195817193402368,"ita fac, mi lucili, vindica te tibi!
#fckafd
#noafdp"
1036353024774553601,#standwithukraine 🇺🇦
2578933661,"#climatejustice - beisitzer juliskv coe
→https://t.co/w0olaxgynh← support→ @fff_muenster - pan🇪🇺🌈 - rechtssicherheit für polyamore& #lgbtq+ - hardwarenerd"
762566828459696128,generation ws | reservebank-borusse | #fcknzs #fckafd
872370461165924353,"#kaffeebande  #fckafd #fcknzs 
https://t.co/gvtj72fu0u 


 trommeln,singen,theater,malen,zeichnen"
859101343356772353,"tagespolitische kommentare und nachrichten rund um #cdu, #csu und ihre skandale.
hinweise?
dm - info@union-watch.de (pgp 0xa2bfff6c) - tel 089-21536700
#fcknzs"
1546745636,"kind der #eu und der grenzenlosen freiheit.
die #energiewende (#stromwende, #verkehrswende, #wärmewende) ist machbar und notwendig!"
26458162,aus verantwortung. für deutschland. #sozialepolitikfürdich
1020725766,"kreisvorsitzender @gruenepankow 🌻 beruflich unternehmer, marktforscher, datenanalyst @pollgraphics 📊  #teamhabeck"
4717512256,"für #verkehrswende, #bge und #fahrscheinfrei.

primär neues gibt es bei bluesky: https://t.co/r26sxpubdq"
1244375639643361280,"soziale arbeit✊🏽✌🏽
i'm too educated for your racist bullshit!
nicht perfekt, aber einzigartig.
#schmerzpatient #noafd #kinderrechte"
1442432809285533701,"🖤#cdu mitglied, #noafd, #ehrenamtlicher stärkt kinder 🏃‍♂️, ampel 🚥 🚮"
1343537499713527809,"cannibal
(n.) someone who is fed up with people

#neurodivers 
#fcknzs
#fckqrdnkn"
1092675535690452992,"hier gibt es neues zur #klimakrise #verkehrswende #agrarwende  #energiewende #nachhaltigkeit #finanzwende
geb. bei 320 ppm co2
parteilich nicht gebunden."
46911207,"wahlen, wahlrecht, wahlsysteme und wahlumfragen • u. a. zur #bundestagswahl • @wahlrecht_de@fairmove.net • https://t.co/27lysqpwoi"
1243257098441576455,vater | ingenieur | #teamwissenschaft |  #fckafd i #wirsindmehr
882363674928840704,"studium der ew & soziologie (schwerpunkt soziale arbeit), hang zur biologie & interesse an studien #noafd #noqd
tweets in english/german
@dieselchen.bsky.social"
1080552605854638081,"wahlumfragen und -ergebnisse aus deutschland. 
österreich: @wahlen_at 
https://t.co/qmvjjmcets
#hhwahl #ltwhh #bundestagswahl #btw25"
837244381585375232,"#wirsindmehr
#afdverbotbevoreszuspätist
#teamhabeck"
267860777,"soziale arbeit, ruhrpott, politik, mtb/gravel #noafd"
589148754,"#aischgrund - franconia -
im sumpf der #csu amigos -
wann ‼️renaturierung‼️ in bayern maggus 🌊  #fcknzs #alerta
#weedmob 🥦 since2012 #fcn"
858631034929283072,"“we don’t even ask happiness, just a little less pain.”
bukowski ❤️#vegan🌱🐈‍⬛📚🎧😷4x💉 #fckafd #noafdp #nocdu #bge #klimaschutz #mecfs #endometriose #ptbs ua"
21404382,"aktivistin • politikerin (mdb, die #linke) • feministin • wk #bautzen • #mietenwahnsinnstoppen • #clubsterbenstoppen • @carenlay.bsky.social"
1254521684192899073,"mensch.
fokus naturwissenschaft, medizin,
für weitsicht, besonnenheit, menschlichkeit.
hsp

#teamwissenschaft
#teamkinderschutz"
1189782406762573824,"mutter, zweier kinder, die 2100 noch erleben #klimakriseistjetzt"
1040575459753373696,alle drogen legalisieren - #niemehrcdu - #noafd - naturliebhaber - wsv-fan - autofrei - #mybrainmychoice - tee-junkie - kein mensch ist illegal
700734687044448256,"viel mehr als, aber auch #mentalhealth #durchseuchungstoppen #bringthemhome #standwithukraine #womanlifefreedom 🎯"
994982674480627718,"weil liberalismus nicht ""ich"", sondern ""du"" bedeutet. {@7ieben_} 🧡🏳️‍🌈 #noafdielinke

naturgewalten-content 🌋: @der_platzhalter
privat-acc nur für mutuals"
1428479397682720771,"#existentialhumanism, #equality, #nolingualfundamentalism, #gg, #solidaritybutnonblind #antifascismisnotabrand
➡️da bin ich nackig⬅️➡️hier nicht mehr⬅️"
793495215441084416,stabil gegen populismus! #fckafd angewidert von #elon und der #afd - sarkastisch und mental gesund. demokrat gegen woke-haram und dumme menschen. #fckelon
136266976,"ökosozialist. energie- und klimapolitiker. historiker.

landessprecher @linke_sh. mdb @dielinkebt. pv @dielinke.

#dielinke #sozialismus #noafd #antifa"
1182214341464150016,#baubiologe ibn #eggstättergrüne #eggstätt #frischerwindfüreggstätt #volleyball #legasthenie #sozialegerechtigkeit
1103059101192462336,"links-grün versiffter gutmensch 🙃
21/
antifaschist aus anstand/

interessiert an sport, politik und feminismus/

#noafd"
1255028778,"technik und natur affin
| #noafd #nonazi #notrump
bürgerenergiegenossenschaften"
1973019902,"europabefürworter; eher etwas links; #fcknazis; #fckafd; #höckerausausthüringen!
meistens beschäftigt"
1376103566209908741,"she/her, mitglied im dortmunder integrationsrat, spd dortmund, asf dortmund, nordstadt spd, 
@sozistiere nrw, @fernunihagen ksw
#nonazis #feminismus #tierschutz"
1321436275124166656,"maskenträger, abstandshalter, menschenschützer, #fckafd und nazis"
1224286736177664001,"#medbubble: (not-)ärztin, #noafd, #teamglobukalypse, #teamwissenschaft,
                 von herzen linksgrün,
auch im blauen himmel und beim 🐘"
1362493096584478724,"#fckafd #gemeinsamgegenhass #praesenzpflichtaussetzen
#wirsindmehr #noafd #fcknzs #hybridebildung #teamrobert 💚 #habeck4kanzler 💚 #machtxgrün 💚"
4871235088,demokratischer #sozialismus; #ökologie; #nachhaltigkeit; #internationalismus; uvm.
1127187109490642946,✊🏿🏳️‍🌈✊🏽🇩🇪✊🏻 #niewiederistjetzt #wirsinddiebrandmauer #wirsindmehr #actnow  #wissenschaft / views my own
1157282884778115072,"📚 #bildungnrw #ehrenamt
#sozialegerechtigkeit #keinenmeter 🌹"
310537729,landtagsabgeordneter der @nrwspd | 👨‍👩‍👧‍👦 papa 2.0 | ☕️ coffee-nerd | 🚲 radfahrer | ⚽️💚🤍 lebenslang grün-weiß | #fckafd | 🇪🇺 |
1240729730770440192,madagascian/german 🇲🇬 |socialist 🚩| #blacklivesmatter✊🏾| feminist 🦸🏽‍♀️| flower lover🌻
1031112010069692416,"ich mag die braunen nicht. die hellblauen auch nicht, aber das sagte ich ja bereits. 🤷🏻‍♂️  #noafd #staywithukraine🇺🇦"
715227944835088389,ratsmitglied #ratbo der #spd aus dem #bochum er ehrenfeld #boehrenfeld - @jensmatheuszik@d-64.social - impressum: https://t.co/yglps1u0ba
1003215786427772928,"💛💙🇺🇦🔱🌻💪🌻✌️
#standwithukraine
#whateverittakes
#ukraineinnato
#crimeaisukraine
#ukrainewillwin
#russiaisaterroriststate
#axisofevilputinximuskkimgoptrump"
3180607030,"grünversiffter gutmensch. nazis, putintrolle, querdeppen, terfs und andere spinner*innen sind hier nicht willkommen. 
besser woke als doof!
#fckptn #fckafd"
1294018158412660737,"#standwithukraine💙💛🌻🌻
#makelyingwrongagain

@mtloxn@troet.cafe"
59549134,"#ichbinantifa #noafd #feminismus 🚴‍♀️ #mdrza, brexit, medien, freiheit, vereinbarkeit familie, ki/ai, wissenschaft, klima, gender: sie/ihr she/her"
1479915616421269505,"dipl. oec., kinder habe ich, ambiguitätstoleranz, gegen wiederholung falscher gesinnung, #noafd! #nowar #seieinmensch"
1260549248254443521,"#teamrobert #teamhabeck 💚 green party 🌻 #standwithukraine 🇺🇦 #slavaukraini 🇺🇦 🌻 nafo, #stopclimatechange 🌳, #stopdisinformation, 💉"
1908889189,#teamwissenschaft 🧑🏼‍🏫 ♦ #teamvorsicht 😷  ♦ #impfluencer 💉 ♦ #slavaukraini 🇺🇦 ♦ #niewiederistjetzt 🇮🇱
1354366281387016192,"hey afd: ""sie haben den kampf vor 76 jahren verloren!"" (fr. knobloch, 27.01.2021)
#achbessercrew #haterangers 
#славаукраїні
#standwithisrael
زن، زندگی، آزادی"
270357386,"sei immer du selbst! es sei denn, du bist schokolade, dann laff diff vernaffen 🏳️‍🌈🏳️‍⚧️ #fckafd rechte & ‚es gibt nur 2 geschlechter‘ können bitte gehen."
924964746,"hier bin ich mensch, hier will ich sein. #keinenmillimeterrechts #noafd #fckafd #gegenrechts #againstwar"
1482706348815138825,#lufthygiene - #teamwissenschaft #covidisairborne #klimaschutz - 🇪🇺 ░l░u░f░t░h░y░g░i░e░n░e░░i░n░░b░i░o░ beweggründe im banner.
366709222,"#ruhrpott #reggae #bvb #noafd
✝️atheist🕎
fckafd---fckpis---fcknzs"
1473751796027998213,"vvn-bda_n_t_i #fckafd
booster."
1347862075952025601,"politikwissenschaft (bbg). europa & sozialdemokratie.
norddeutschland.
#fckafd #nomorecdu"
1230987131461472257,#fcknzs
1437845046468952064,"bdsm als leben.
und typen mit braun-müffelndem b-ware-intellekt sind mir suspekt. #noafd #afdmachtdumm #fckputin

#100aufderautobahn geht, spart, entspannt"
1393547072654225411,"tagespolitische kommentare und nachrichten rund um #grüne und ihre skandale.
hinweise?
dm - watch_greens@protonmail.com
paypal: green_watch@t-online.de
#fcknzs"
865629474838138881,"lese hier mit viel vergnügen, oft lachend, zunehmend aber kopf schüttelnd... keinen mm nach rechts!
#noafd #nonazis #nocovidioten #haltdiefressebild"
1059907197767991296,im dauerferienmodus. 😎🇮🇹#teamhabeck #fckafd jetzt auch im himmel @fraumeyer1.bsky.social            und mitglied bei bündnis 90/ die grünen 💚
266775869,"'climate change is real, it’s human-caused, its impacts are serious … and there are solutions if we act now.'
- prof. katharine hayhoe
#teamhabeck"
2450518451,"#teamwissenschaft 
#standwithukraine 🇺🇦
#fcknzs
#fckafd
#fckqrdkn
mitglied der #grünensachsen 💚
#wirsindmehr"
768169624466698240,"ich bin der, der bedienungsanleitungen liest - immer!
in love @eugenie_braatz | linksgrünversifft |🌬️|🏈|🎶|4x💉|
#fcknzs #fckafd ❗#fckptn❗ #kannmichkurzfas"
1095706686709473281,in der stadtplanung tätiger geograph. themen: #klimaanpassung #verkehrswende #baukultur. gelegentlich auch fußball und familie.
