user_id,profile_text
794249472972849152,🇩🇪 fraktion der #afd im #ltnrw
838118886377730048,"#bürgerlich #konservativ #fortschrittlich | vorsitz, afd lfa 5 m-v, afd lfa 9 m-v | mitglied kreistag vg, afd fraktion | mitglied hgw bürgerschaft, afd fraktion"
111005820,kreisverband der #cdu in #dortmund
1253434672853291012,"diplom-biologin und erzieherin; anti: #afd + andere faschisten; pro #bildungabersicher, klimaschutz (schon lange)"
1473559340955189250,"warmduscherin, heizungaufdreherin, ab und zu fleischesserin, tätowiert und asozial mit abitur und job #grünermist"
1059570009545023488,#gegenimpfpflicht i #ungeimpft i corona realist i gepa-schokolade i
1469557276021243905,ich liebe #grüne!
1479796619856027648,"#afd-kreisrat im kreistag des rhein-neckar-kreises.
mitarbeiter von @alexjungbluth im eu-parlament.

lebensmotto: etiam si omnes, ego non."
1225058783346425856,patriot deutsch kurzhaar ungeimpft #remigration 🎶 döp dödö döp 🎶 biodeutsch mgga #freemarla
1485014004305174534,"liberale news, gegen #impfpflicht jeder art, #eigenverantwortung ist grundrecht!, #freiheit und #liberale werte sind nicht verhandelbar!

armin sallakhi"
1290561455734087680,"es kommt anders, wenn man denkt. #freiheit 🗽& #selbstbestimmung 💪🏼"
2861057271,"irgendwas mit pkw und technik
zf-getriebe
#niemehrcducsu
ich bin zu keinem nett. 
#religionistheilbar"
2463582956,willkommen! | weiterer acc. freiwilliger #afd #münster-unterstützer: https://t.co/pcplko4hod… | folgt bitte auch @richardmol_ !
1279732714447536130,"tweets und antworten geben meine persönliche meinung wieder, wer das nicht gut findet darf mich gerne blockieren.
aus #teamfreiheit! wird 
#teammeinungsfreiheit"
1484153359330328581,"steuerzahler, heimatverbunden, freiheitsliebend, systemkritisch, gegen jede form von extremismus #einigkeitrechtfreiheit #esistvorbeikarl #fckgrn"
229176345,- inaktiv hier -                                                aus überzeugung für die freiheit & die demokratie 💛 #europäer | #liberal | #freiheitsliebend
1389547350587318274,"hier informiert, unterhält und  bereichert euch alfred, das offizielle maskottchen der alternative für deutschland.

kein offizieller #afd-parteiaccount."
1375540058829258760,"twittere für #demokratie gegen #doppelmoral - weil es wichtig ist !! und immer gilt ""behalte dein lächeln im gesicht """
1305496099440951296,🇩🇪 patriot 🇩🇪 konservativ 🇩🇪 bürgerlich 🇩🇪 deutsch 🇩🇪 #gezabschaffen #wilders #remigration #meinungsfreiheit #kickl #trump
719954820245950464,afd kreisverband gelsenkirchen | https://t.co/5a3bmhup5k https://t.co/g1t5wpdwxa | unser mdb: @schneider_afd | #afd. @afd👍 | like/retweet ≠ endorsement
2403501072,"der horizont der #cxu, #afd und #fdp ist ein kreis mit dem radius null."
1373765418784014343,gesundheitswesen; lebens- und berufserfahrung zählen; klare meinung zu politik und medien; für frieden und freiheit; #grünerausausdenparlamenten
3427951089,"wenn das aussprechen der wahrheit »den falschen« nutzt, dann stimmt etwas mit »den richtigen« nicht.
#nationalliberal
pro #afd pro #dm pro #israel"
1618301503,"„habe mut, dich deines eigenen verstandes zu bedienen"" (i. kant) / ♀️ xx-originalversion, intelligent / terf bunny / #frauensagennein / #gegenvölkermord"
580026542,"still pirate ☠  no private messages please!
pro: #fbpe #fblck #kurds #science #ksc #animals #ukraine #israel
anti: #s21, #afd, #holzofen, #baumfrevel, #palmoil"
275102719,historian | 1960s protest & student politics | #histbav | https://t.co/kba2cde9d7 | initiative #protectthekids | https://t.co/1ptseolcwe | https://t.co/xhbxck5ess
1580609269,🇩🇪🇪🇺🇺🇸 ✝️🥔🍺 🤘#sowahrmirgotthelfe #miasanmia #heimat #liberalitasbavariae
3653666482,"konservativ, national, ich bilde mir meine eigene meinung. #fckgrn #nurzwei 👨‍🦱👩‍🦰 #keinenmillimeternachlinks"
902533851888672768,"(mikro)ökonom, passion für #freiheit(#diemaskebleibtauf), #ökologie, #fleisch (#sonofabutcher), #golf, #io #strategie, #sunzi, #sipo, ...follow/rt/♡≠endorsement"
1376294591339581440,😷 #sicherebildung #teamkinderschutz #leisewirdlaut #leisewirdsichtbar #nichtmituns #kinderdurchseuchungstoppen
236077053,@handelsblatt - hauptstadtbüro. #migration | #flüchtlinge | #innenpolitik | #cybersicherheit | #dsgvo | #verbraucherschutz | #afd | #verfassungsschutz #spionage
1211208615660408832,"unternehmer, elektroinstallateur, 
basismitglied #cdu"
1153900586523353088,"für informations, presse- und meinungs-freiheit !
#afd💙,
gegen totalitarismus, überwachung,
great reset!
retweets bedeuten nicht immer zustimmung.    keine dn!"
1256227458233307137,#letustalk #nohijabday #freefromhijab #iranrevolutionwins #afdverbotsverfahren #klimaschutz #habeck4kanzler #dielinke #govegan #endspeciesism #holzofengate
